institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
quipper-568,Sekolah Tinggi Teknik Harapan,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-teknik-harapan,Rp6.000.000 kisaran per-semester,2306,177,"{""website"": ""www.stth-medan.ac.id"", ""email"": ""biro@stth-medan.ac.id"", ""phone"": ""061-7366804""}","Akademi Teknik Harapan telah terdaftar di Departemen Pendidikan dan Kebudayaan Republik Indonesia sejak 1981. Sejalan dengan meningkatnya kebutuhan akan tenaga teknik yang profesional, maka pada 1989 Akademi Teknik Harapan (ATH) dikembangkan menjadi Sekolah Tinggi Teknik Harapan (STTH) Medan, Quipperian. Sebagai sekolah tinggi teknik swasta, STTH Medan berusaha meningkatkan kualitas pembelajaran dengan memenuhi berbagai fasilitas yang dibutuhkan mahasiswanya, salah satunya dengan menjadi sekolah tinggi yang mempunyai fasilitas laboratorium terlengkap di Medan.",{}
quipper-569,Universitas Gunung Rinjani,Universitas Swasta,https://campus.quipper.com/directory/universitas-gunung-rinjani,Rp1.250.000 kisaran per semester,1503,65,"{""website"": ""www.univgunungrinjani.ac.id"", ""email"": ""univgunungrinjani@yahoo.co.id"", ""phone"": ""0376-631620 atau 631621""}","Quipperian pasti sudah tidak asing dengan nama gunung berapi kedua tertinggi di Indonesia. Ya, Gunung Rinjani. Ternyata di sekitar gunung tersebut, ada sebuah kampus bernama Universitas Gunung Rinjani. Kampus ini sudah berdiri sejak 1996 dan memiliki lima fakultas. Kampus ini juga telah diakui dan diakreditasi oleh Pemerintah. Quipperian bisa menimba ilmu sekaligus sesekali menikmati indahnya alam Indonesia dengan mendaki ke Gunung Rinjani. Menarik!",{}
quipper-570,Akademi Keperawatan Pemda Kabupaten Serang,Akademi Negeri,https://campus.quipper.com/directory/akademi-keperawatan-pemda-kabupaten-serang,Rp3.000.000 kisaran per-semester,368,19,"{""website"": ""akper.serangkab.go.id"", ""email"": ""akperkabserang@ymail.com"", ""phone"": ""0254 - 203205""}","Akademi Keperawatan Pemerintah Daerah (Pemda) Kabupaten Serang sudah berdiri sejak tahun 1983 dengan nama Sekolah Perawat Kesehatan. Akademi keperawatan ini menyelenggarakan Program Studi Jenjang Diploma (D3) Keperawatan. Kini, akademi keperawatan ini telah bergabung dengan Univesitas Sultan Ageng Tirtayasa (Untirta), tepatnya pada 26 september 2017. Jadi, untuk penyelenggaraan pendidikan tahun akademik 2018/2019 sudah diselenggarakan penuh oleh Untirta.",{}
quipper-571,Sekolah Tinggi Teknologi Terpadu Nurul Fikri,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-teknologi-terpadu-nurul-fikri,Rp6.500.000 kisaran per-semester,372,43,"{""website"": ""www.nurulfikri.ac.id"", ""email"": ""info@nurulfikri.ac.id"", ""phone"": ""021-7863191""}","Tahukah Quipperian bahwa Sekolah Tinggi Teknologi Terpadu Nurul Fikri (STT-NF) merupakan perguruan tinggi yang memadukan keilmuan praktis di bidang teknologi informasi dengan pengembangan kepribadian islami? Pada tahun 2012, STT-NF resmi berdiri berdasarkan SK Menteri Pendidikan dan Kebudayaan Nomor 269/E/O/2012. Setelah berjalan dua tahun, tepatnya pada 2014, program studi yang dikelola STT-NF yaitu Sistem Informasi dan Informatika berhasil mendapatkan Akreditasi BAN-PT, berdasarkan SK Nomor 483/SK/BAN-PT/Akred/S/XII/2014 dan 468/SK/BAN-PT/Akred/S/XII/2014. Dan pada bulan September 2016 lalu, STT-NF telah meluluskan 37 orang mahasiswa angkatan pertama tahun 2012 yang seluruh alumninya telah terserap oleh pasar kerja. Cek info lengkapnya yuk!",{}
quipper-572,Akademi Keperawatan dr. Soedono Madiun,Akademi Negeri,https://campus.quipper.com/directory/akademi-keperawatan-dr-soedono-madiun,,343,27,"{""website"": ""www.akpermadiun.ac.id"", ""email"": ""akpermadiun@gmail.com"", ""phone"": ""0351-463310""}","Jika kalian yang berminat ingin mendalami bidang keperawatan, Akademi Keperawatan dr. Soedono Madiun atau yang biasa disebut Akper Madiun ini bisa menjadi pilihan kalian. Akper Madiun ini merupakan rintisan dari Pendidikan Djoeroe Kesehatan (DK) dari lulusan Sekolah Rakjat yang telah ada sejak 1951. Ingin tahu lebih banyak tentang Akper dr. Soedono Madiun? Yuk, intip profilnya!",{}
quipper-573,Sekolah Tinggi Ilmu Kesehatan Baiturrahim Jambi,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-kesehatan-baiturrahim-jambi,Rp2.750.000 kisaran per-semester,1013,88,"{""website"": ""www.stikba.ac.id"", ""email"": ""info@stikba.ac.id"", ""phone"": ""0741-33030""}","Tahun 1993 merupakan cikal-bakal pendirian Sekolah Tinggi Ilmu Kesehatan Baiturrahim (STIKBA) Jambi. Kampus yang sebelumnya bernama Akademi Keperawatan Baiturrahim ini menargetkan pencetakan lulusan di bidang kesehatan yang profesional, kompeten serta memiliki kualitas iman dan taqwa. Berbagai program studi ditawarkan seperti S1 Keperawatan dan Profesi Ners, S1 Gizi, D3 Keperawatan, D3 Kebidanan dan D3 Fisioterapi. Proses pembejaran di STIKBA diselenggarakan dengan pendampingan para ahli serta sarana dan prasarana berstandar nasional. Kampus ini cocok untuk Quipperian yang ingin menimba ilmu di bidang kesehatan.",{}
quipper-574,Akademi Sekretari dan Manajemen Ariyanti,Akademi Swasta,https://campus.quipper.com/directory/akademi-sekretari-dan-manajemen-ariyanti,Rp7.000.000 kisaran per-semester,750,60,"{""website"": ""www.asm.ariyanti.ac.id"", ""email"": ""asmariyanti@ariyanti.ac.id"", ""phone"": ""022-6021781, 08122094430""}","Di era globalisasi seperti sekarang, perputaran sektor ekonomi bergerak dengan sangat cepat. Tiap perusahaan pasti melakukan pengembangan di berbagai divisi, terutama Sumber Daya Manusia. Untuk mendapatkan SDM yang berkualitas, tentu perusahaan sangat selektif dalam memilih dan merekrut para staf dan karyawannya. Nah, untuk menjawab tantangan tersebut, Akademi Sekretari dan Manajemen Ariyanti hadir sebagai lembaga pendidikan yang dapat mencetak SDM kreatif dan berkualitas yang memiliki peluang besar untuk direkrut sebagai pegawai dan juga siap kerja. Hal ini dibuktikan dengan banyaknya alumni Akademi Sekretari dan Manajemen Ariyanti yang sukses berkarier di berbagai bidang hingga mencapai posisi strategis di dalam sebuah perusahaan. Beberapa posisi strategis tersebut antara lain: Financial Controller Arion Swiss-Belhotel Bandung, General Manager Pramestha Resort Town, dan masih banyak lagi profesi keren lainnya. So, kamu gak perlu ragu lagi untuk menjadikan Akademi Sekretari dan Manajemen sebagai referensi studi kamu ya, Quipperian!",{}
quipper-575,IKIP Mataram,Institut Swasta,https://campus.quipper.com/directory/ikip-mataram,Rp1.500.000 kisaran per semester,6564,314,"{""website"": ""www.ikipmataram.ac.id"", ""email"": ""rektorat@ikipmataram.ac.id"", ""phone"": ""0370-632082""}","Quipperian, IKIP Mataram sudah berdiri sejak tahun 1967. Kampus yang berlokasi di Mataram ini sudah memiliki sepuluh program studi strata 1 yang semuanya terakreditasi B, loh! Nah, Bagi Quipperian yang tertarik menimba ilmu di Mataram, IKIP Mataram siap menjadi tempat belajar yang berkualitas dengan 314 dosen bergelar master dan doktor.",{}
quipper-576,Universitas Islam Negeri Sumatera Utara,Universitas Negeri,https://campus.quipper.com/directory/universitas-islam-negeri-sumatera-utara,Rp400.000-Rp7.756.000 per semester,10996,463,"{""website"": ""www.uinsu.ac.id"", ""email"": ""humas@uinsu.ac.id"", ""phone"": ""061-6615683 atau 061-6622925""}","Tahukah Quipperian, lahirnya Universitas Islam Negeri Sumatera Utara (UIN SU) punya sejarah panjang? Kampus ini awalnya berstatus institut yaitu Institut Agama Islam Negeri (IAIN) Sumatera Utara dan hanya membuka dua fakultas, yaitu Fakultas Syariah yang berinduk ke IAIN Ar-Raniry Banda Aceh dan Fakultas Tarbiyah yang berinduk ke IAIN Imam Bonjol Padang. Kini IAIN SU resmi sudah menjadi Universitas Islam Negeri (UIN) Sumatera Utara.",{}
quipper-577,Sekolah Tinggi Pariwisata Nusa Dua Bali,Sekolah Tinggi Negeri,https://campus.quipper.com/directory/sekolah-tinggi-pariwisata-nusa-dua-bali,Rp4.300.000 kisaran per-semester,640,105,"{""website"": ""www.stpbali.ac.id"", ""email"": ""info@stpbali.ac.id"", ""phone"": ""0361-773537""}","Tahukah Quipperian, Sekolah Tinggi Pariwisata Nusa Dua Bali (STP Nusa Dua) adalah perguruan tinggi negeri di bawah Kementerian Pariwisata dan Ekonomi Kreatif. STP Nusa Dua didirikan pada tahun 1975 dan telah mengalami pergantian nama institusi sebanyak dua kali lho! STP Nusa Dusa bertujuan untuk menghasilkan SDM pariwisata yang profesional demi memenuhi kebutuhan industri pariwisata dan perhotelan, yang ada di Bali dan Indonesia bagian timur.",{}
quipper-578,Sekolah Tinggi Ilmu Manajemen Indonesia (STIMI) Meulaboh,Sekolah Tinggi Swasta,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-manajemen-indonesia-stimi-meulaboh,Rp3.600.000 kisaran per-semester,,,"{""website"": ""www.stimimeulaboh.ac.id"", ""email"": ""stimi.meulaboh@yahoo.com"", ""phone"": ""0655-7551574""}","Quipperian, sekolah tinggi yang satu ini telah resmi berdiri sejak 2 Februari 2001. Dalam perkembangannya ruang kuliah dan fasilitas yang awalnya masih berstatus sewa, kini telah mandiri. STIMI membangun gedung tiga lantai untuk keperluan kuliah dan kantor. Saat ini, kampus ini memiliki dua program studi, yaitu ekonomi manajeman dan manajemen keuangan dan perbankan.",{}
quipper-579,Universitas Satyagama,Universitas Swasta,https://campus.quipper.com/directory/universitas-satyagama,Rp3.000.000 kisaran per-semester,4593,143,"{""website"": ""www.satyagama.ac.id"", ""email"": ""info@satyagama.ac.id"", ""phone"": ""021-5452377""}","Tahukah Quipperian bahwa seluruh program studi yang ada di Universitas Satyagama telah terakreditasi oleh Badan Akreditasi Nasional Perguruan Tinggi (BAN-PT)? Oleh karena itu, lulusan Universitas Satyagama dapat dipercaya dan diterima, serta dapat berkarya dengan baik di Instansi Pemerintah, swasta, maupun sebagai wiraswasta yang mandiri.",{}
quipper-580,Politeknik Aceh,Politeknik Swasta,https://campus.quipper.com/directory/politeknik-aceh,Rp5.500.000 kisaran per-semester,290,51,"{""website"": ""www.politeknikaceh.ac.id"", ""email"": ""info@politeknikaceh.ac.id"", ""phone"": ""0651-31857""}","Quipperian, Politeknik Aceh merupakan salah satu perguruan tinggi vokasi di Banda Aceh yang dibangun dari hasil kerja sama antara Pemerintah Kota Banda Aceh, Pemerintah Aceh, PT. Chevron Pacific Indonesia, BRR dan USAID setelah bencana tsunami pada tahun 2004. Sementara itu, peresmian Gedung Politeknik Aceh baru dilakukan pada tanggal 23 Februari 2009 oleh Presiden Republik Indonesia, Susilo Bambang Yudhoyono. Saat ini Politeknik Aceh telah meraih predikat Akreditasi Institusi B dari BAN-PT.",{}
quipper-581,Universitas Mahasaraswati Denpasar,Universitas Swasta,https://campus.quipper.com/directory/universitas-mahasaraswati-denpasar,Rp4.300.000 kisaran per-semester,9118,312,"{""website"": ""www.unmas.ac.id"", ""email"": ""info@unmas.ac.id"", ""phone"": ""0361-227019""}","Universitas Mahasaraswati (Unmas) Denpasar merupakan Perguruan Tinggi Swasta yang dikelola oleh Yayasan Perguruan Rakyat Saraswati Denpasar. Unmas berdiri pada tahun 1963 dengan nama IKIP Saraswati kemudian berubah menjadi Universitas Mahasaraswati Denpasar. Pada 2015, Unmas mendapat peringkat ke-44 versi Klasifikasi dan Pemeringkatan Perguruan Tinggi Indonesia 2015 oleh Kementerian Riset, Teknologi dan Pendidikan Tinggi RI, dengan mengungguli dua universitas negeri di Bali. Nah tidak salah jika kampus ini menjadi pilihan Quipperian kan?",{}
quipper-582,Universitas Bung Hatta (UBH),Universitas Swasta,https://campus.quipper.com/directory/universitas-bung-hatta,Rp5.600.000 kisaran per-semester,6319,257,"{""website"": ""www.bunghatta.ac.id"", ""email"": ""rektorat@bunghatta.ac.id atau humas@bunghatta.ac.id"", ""phone"": ""0751-7051678 atau 7052096""}","Universitas Bung Hatta (UBH) berdiri sejak tahun 1981. Kampus ini memiliki 24 program studi yang diakreditasi oleh Badan Akreditasi Nasional. Berdasarkan rilis Kementerian Ristekdikti tahun 2017, UBH masuk 71 besar universitas Non-Politeknik di Indonesia. Quipperian yang berdomisili di Sumatera Barat dan sekitarnya bisa menjadikan kampus ini sebagai pilihan tempat menimba ilmu.",{}
quipper-583,Akademi Kimia Analisis Caraka Nusantara,Akademi Swasta,https://campus.quipper.com/directory/akademi-kimia-analisis-caraka-nusantara,Rp7.400.000 kisaran per semester,,,"{""website"": ""www.akacn.ac.id"", ""email"": ""info@akacn.ac.id / akacaraka@yahoo.co.id"", ""phone"": ""021-8710001, 08131733 1429""}","Tahukah Quipperian, Indonesia saat ini memiliki ribuan industri seperti makanan, minuman, obat-obatan, minyak dan gas, dan lain sebagainya? Untuk mendukung keamanan dan menjaga mutu serta kualitas produk yang akan dipasarkan, seorang analis kimia menjadi ujung tombak untuk menguji kualitas dari produk-produk tersebut. AKA Caraka Nusantara yang memiliki fokus program studi Analisis Kimia ini dapat menjadi tempat yang cocok bagi kalian yang ingin menjadi seorang Kimia Analis. Berdasarkan data dari AKA Caraka Nusantara, lebih dari 95% lulusannya telah bekerja sesuai dengan bidang keahliannya, bahkan telah mencapai karier sebagai pimpinan dan pemilik perusahaan. Luar biasa ya, Quipperian!",{}
quipper-584,Institut Teknologi Adhi Tama Surabaya (ITATS),Universitas Swasta,https://campus.quipper.com/directory/institut-teknologi-adhi-tama-surabaya,Rp7.300.000 per semester,7493,165,"{""website"": ""www.itats.ac.id"", ""email"": ""itats@itats.ac.id"", ""phone"": ""08123098651""}","Institut Teknologi Adhi Tama Surabaya (ITATS) merupakan perguruan tinggi teknik terlengkap dan berkualitas di Jawa Timur. Saat pertama berdiri di tahun 1963,  perguruan tinggi ini dikenal dengan nama Akademik Teknik Surabaya (ATS) yang kemudian pada tahun 1984 berganti menjadi Institut Teknologi Adhi Tama Surabaya (ITATS).",{}
quipper-585,Akademi Pariwisata dan Perhotelan Ganesha Malang,Akademi Swasta,https://campus.quipper.com/directory/akademi-pariwisata-dan-perhotelan-ganesha-malang,Rp3.500.000 kisaran​ ​per-semester,572,21,"{""website"": ""www.apartel-ganesha.ac.id"", ""email"": ""info@apartel-ganesha.ac.id"", ""phone"": ""0341-473905""}","Quipperian pasti tahu kan kalau pariwisata di daerah Kota Batu, Malang, sekarang ini sedang berkembang pesat? Semakin berkembangnya sektor pariwisata, maka kebutuhan akan tenaga profesional di bidang pariwisata juga ikut meningkat. Untuk mencukupi kebutuhan tersebut, maka pada tahun 2005 didirikanlah Akademi Pariwisata dan Perhotelan Ganesha. Di kampus ini kamu akan dibentuk menjadi tenaga profesional yang siap bekerja, Quipperian.",{}
quipper-586,Matana University,Universitas Swasta,https://campus.quipper.com/directory/matana-university,Rp11.000.000 kisaran per-semester,744,57,"{""website"": ""www.matanauniversity.ac.id"", ""email"": ""info@matanauniversity.ac.id"", ""phone"": ""021-29232999""}","Halo Quipperian! Buat kamu yang masih bingung memilih kampus mana yang akan kamu jadikan tempat studi nanti, Matana University bisa dijadikan referensi yang pas, nih! Selain program studi yang ditawarkan banyak dan juga berkualitas, kamu juga akan mendapatkan keuntungan lainnya, lho! Berbagai keuntungan tersebut di antaranya adalah: berbagai macam program beasiswa yang disediakan oleh kampus, fasilitas penunjang belajar yang sangat lengkap, adanya sertifikasi profesi sesuai konsentrasi pada program studi yang kamu pilih, hingga kerja sama Matana University dengan berbagai macam perusahaan yang pastinya akan berpengaruh kepada jenjang karier kamu nanti, Quipperian! Nah, mau tahu info lengkap dari kampus keren ini? Simak profilnya berikut ini, yuk!",{}
quipper-587,Universitas Islam Negeri Sultan Syarif Kasim Riau,Universitas Negeri,https://campus.quipper.com/directory/universitas-islam-negeri-sultan-syarif-kasim-riau,-,22089,727,"{""website"": ""www.uin-suska.ac.id"", ""email"": ""humas@uin-suska.ac.id"", ""phone"": ""0761-562223""}","Bagi Quipperian yang ingin kuliah di kampus terbaik dengan ilmu tarbiyah dan syariah Islam yang kental, UIN Sultan Syarif Kasim (Suska) Riau bisa menjadi pilihanmu. UIN Suska Riau merupakan satu-satunya kampus islam negeri yang meraih akreditasi B di Riau. Jumlah peminat setiap tahunnya mencapai lebih dari seribu orang, lho!",{}
quipper-588,Universitas Muhammadiyah Kalimantan Timur,Universitas Swasta,https://campus.quipper.com/directory/universitas-muhammadiyah-kalimantan-timur,Rp3.000.000 kisaran per-semester,2000,120,"{""website"": ""www.umkt.ac.id"", ""email"": ""publikasisosmedumkt@gmail.com"", ""phone"": ""0541-748511""}","Universitas Muhammadiyah Kalimantan Timur (UMKT) merupakan gabungan dari STIKES Muhammadiyah Samarinda dan STIE Muhammadiyah Samarinda. Kampus ini sering mengadakan kerja sama internasional lho Quipperian, seperti kolaborasi Fakultas Kesehatan dengan Chulalongkorn University Thailand, serta double degree program antara UMKT bersama Kingston University dan beberapa kampus lain di luar negeri. Di sini Quipperian bisa memilih 16 program studi yang terdapat di empat fakultas. Apa saja pilihannya? Yuk, kita simak!",{}
quipper-589,Institut Seni Budaya Indonesia Aceh,Institut Negeri,https://campus.quipper.com/directory/institut-seni-budaya-indonesia-aceh,Rp1.000.000 kisaran per-semester,193,15,"{""website"": ""www.isbiaceh.ac.id"", ""email"": ""info@isbiaceh.ac.id"", ""phone"": ""08116891581""}","ISBI Aceh merupakan salah satu Perguruan Tinggi Negeri Seni Budaya yang diresmikan oleh Presiden Republik Indonesia Dr. H. Susilo Bambang Yudhoyono pada tanggal 6 Oktober 2014. Saat ini ISBI Aceh memiliki lahan 30 Ha di Kota Jantho, yang nantinya akan dibangun kampus terpadu.",{}
quipper-590,Universitas Abdurachman Saleh,Universitas Swasta,https://campus.quipper.com/directory/universitas-abdurachman-saleh,Rp3.500.000 kisaran per-semester,3483,88,"{""website"": ""www.unars.ac.id"", ""email"": ""admin@unars.ac.id"", ""phone"": ""0338-671191""}","Buat Quipperian yang masih bingung melanjutkan ke mana setelah lulus bangku SMA, kampus yang satu ini bisa jadi alternatif pilihan. Berlokasi di Jalan PB Sudirman, Situbondo, Universitas Abdurachman Saleh cocok buat kalian yang tinggal di kawasan Jawa Timur, khususnya Situbondo. Kampus yang lebih dikenal dengan sebutan Unars ini sudah berdiri sejak tahun 1981 dan telah memiliki enam fakultas.",{}
