institution_name,institution_code,body_type,link,student_amount,lecturer_amount,contact,description,average_semester_fee,starting_semester_fee,ending_semester_fee,average_yearly_fee,starting_yearly_fee,ending_yearly_fee,address,province,campus_accreditation,quipper_code,pddikti_code,rencanamu_code,banpt_code
SEKOLAH TINGGI ILMU HUKUM AL-BANNA,1239,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stihalbanna.ac.id"", ""email"": ""stihalbanna@gmail.com"", ""phone"": """"}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,KOTA LHOKSEUMAWE,ACEH,BAIK,-,pddikti-2386,-,banpt-999
UNIVERSITAS ASAHAN,1240,SWASTA,-,-1.0,-1.0,"{""website"": ""una.ac.id"", ""email"": ""admin@una.ac.id"", ""phone"": ""-- / --""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jalan Jenderal Ahmad Yani Asahan, KABUPATEN ASAHAN",SUMATERA UTARA,B,-,pddikti-74,-,banpt-1830
SEKOLAH TINGGI ILMU KOMPUTER 22 JANUARI KENDARI,1241,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""stikom22jnrkdi@gmail.com"", ""phone"": ""081244023900""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,KOTA KENDARI,SULAWESI TENGGARA,BAIK,-,pddikti-173,-,banpt-1631
INSTITUT KESEHATAN DAN BISNIS ST. FATIMAH MAMUJU,1242,SWASTA,-,-1.0,-1.0,"{""website"": ""https://ikbstfatimahmamuju.ac.id/"", ""email"": ""institut.stfatimah@gmail.com"", ""phone"": """"}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,KABUPATEN MAMUJU,SULAWESI BARAT,BAIK,-,pddikti-1047,-,banpt-1332
UNIVERSITAS DARUL MA`ARIF,1243,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,KABUPATEN INDRAMAYU,JAWA BARAT,BAIK,-,pddikti-445,-,banpt-295
SEKOLAH TINGGI ILMU EKONOMI INDONESIA MAKASSAR,1244,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stiki-mks.ac.id"", ""email"": ""stiki_makassar@ymail.com"", ""phone"": ""0411-440894 / 0411-440894""}",-,2500000.0,2000000.0,3000000.0,5000000.0,4000000.0,6000000.0,"Jalan Borong Raya No 4, KOTA MAKASSAR",SULAWESI SELATAN,BAIK,-,pddikti-1797,-,banpt-1061
SEKOLAH TINGGI ILMU PERTANIAN YASHAFA,1245,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stip-yashafa.ac.id"", ""email"": ""umum@stip-yashafa.ac.id"", ""phone"": ""082366266720""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jalan Singkil-Subussalam, KABUPATEN ACEH SINGKIL",ACEH,BAIK,-,pddikti-232,-,banpt-1322
SEKOLAH TINGGI ILMU EKONOMI PIONER MANADO,1246,SWASTA,-,-1.0,-1.0,"{""website"": ""stiepioneermanado.com"", ""email"": ""stiepioneer.manado@gmail.com"", ""phone"": ""0431-840244 / 0431840244""}",-,2500000.0,1500000.0,3500000.0,5000000.0,3000000.0,7000000.0,"JL. YOS SUDARSO NO. 33B KELURAHAN PAAL II. KECAMATAN PAAL II, KOTA MANADO",SULAWESI UTARA,BAIK,-,pddikti-298,-,banpt-928
UNIVERSITAS MA'SOEM,1247,SWASTA,-,-1.0,-1.0,"{""website"": ""masoemuniversity.ac.id"", ""email"": ""info@masoemuniversity.ac.id"", ""phone"": ""0227798340""}",-,2500000.0,1000000.0,4000000.0,5000000.0,2000000.0,8000000.0,"Jl. Raya Cipacing No. 22 Jatinangor -Sumedang, KABUPATEN SUMEDANG",JAWA BARAT,BAIK,-,pddikti-1802,-,banpt-2357
SEKOLAH TINGGI ILMU ADMINISTRASI PELITA NUSANTARA,1248,SWASTA,-,-1.0,-1.0,"{""website"": ""stiapen.ac.id"", ""email"": ""stiapen@gmail.com"", ""phone"": ""081362828604""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jalan Nasional Simpang Peut - Jeuram KM 6 Desa Cot Kuta, KABUPATEN NAGAN RAYA",ACEH,BAIK,-,pddikti-2040,-,banpt-3052
INSTITUT RAHMANIYAH SEKAYU,1249,SWASTA,-,-1.0,-1.0,"{""website"": ""www.irs.ac.id"", ""email"": ""institut.rahmaniyah@gmail.com"", ""phone"": ""0714-3241894""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,KABUPATEN MUSI BANYU ASIN,SUMATERA SELATAN,BAIK,-,pddikti-1365,-,banpt-453
STKIP PARACENDEKIA N W SUMBAWA,1250,SWASTA,-,-1.0,-1.0,"{""website"": ""stkipparacendekianw.ac.id"", ""email"": ""stkippnwsbw@gmail.com; stkipparacendekianw.ac.id"", ""phone"": ""081915923077""}",-,2500000.0,1000000.0,4000000.0,5000000.0,2000000.0,8000000.0,"Jalan Lintas Sumbawa-Bima Km. 5 Sumbawa Besar  NTB, KABUPATEN SUMBAWA",NUSA TENGGARA BARAT,BAIK,-,pddikti-170,-,banpt-2137
INSTITUT SAINS DAN TEKNOLOGI ESA TRINITA,1251,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-,2500000.0,2400000.0,2600000.0,5000000.0,4800000.0,5200000.0,KABUPATEN MINAHASA SELATAN,SULAWESI UTARA,BAIK,-,pddikti-1844,-,banpt-1534
INSTITUT TEKNOLOGI DAN BISNIS NUSANTARA,1252,SWASTA,-,-1.0,-1.0,"{""website"": ""https://itbnusantara.com"", ""email"": ""itbn.lampung@gmail.com"", ""phone"": ""082375252345""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,KABUPATEN PASAWARAN,LAMPUNG,BAIK,-,pddikti-1903,-,banpt-741
UNIVERSITAS MUSLIM BUTON,1253,SWASTA,-,-1.0,-1.0,"{""website"": ""umubuton.ac.id"", ""email"": ""info@umubuton.ac.id"", ""phone"": """"}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,KOTA BAUBAU,SULAWESI TENGGARA,BAIK,-,pddikti-2601,-,banpt-2628
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN KUMALA LAMPUNG METRO,1254,SWASTA,-,-1.0,-1.0,"{""website"": ""www.Kumala.ac.id"", ""email"": ""STKIP@Kumala.ac.id"", ""phone"": ""0725 42313 / 0725 42313""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jl. Brigjend. Sutiyoso No. 07 Kota Metro Lampung, KOTA METRO",LAMPUNG,BAIK,-,pddikti-1894,-,banpt-403
SEKOLAH TINGGI ILMU EKONOMI WIDYA PERSADA,1255,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stiewidyapersada.ac.id"", ""email"": ""stiewidyapersada02@gmail.com"", ""phone"": ""021 7944883 / 021 7991369""}",-,2500000.0,1500000.0,3500000.0,5000000.0,3000000.0,7000000.0,"Jalan Buncit Raya No 486, KOTA JAKARTA SELATAN",D.K.I. JAKARTA,BAIK,-,pddikti-1128,-,banpt-817
INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA KALIMANTAN,1256,SWASTA,-,-1.0,-1.0,"{""website"": ""https://www.itsnukalimantan.ac.id"", ""email"": ""-"", ""phone"": """"}",-,2500000.0,2000000.0,3000000.0,5000000.0,4000000.0,6000000.0,KOTA PALANGKA RAYA,KALIMANTAN TENGAH,BAIK,-,pddikti-1868,-,banpt-537
SEKOLAH TINGGI ILMU PERTANIAN BELITANG,1257,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""stiperbltg@gmail.com"", ""phone"": ""451836 / 0735-451835""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jalan Kampus Pertanian No 3 Tanah Merah kec. Belitang Madang Raya, KABUPATEN OGAN KOMERING ULU TIMUR",SUMATERA SELATAN,BAIK,-,pddikti-361,-,banpt-2638
STIKS TAMALANREA MAKASSAR,1258,SWASTA,-,-1.0,-1.0,"{""website"": ""stiks.tamalanrea.ac.id"", ""email"": ""stiks.tamalanrea@ymail.com"", ""phone"": ""0411 8001213 / 0411 8001213""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jalan Ammanagappa No 12, KOTA MAKASSAR",SULAWESI SELATAN,BAIK,-,pddikti-1523,-,banpt-1968
STMIK METHODIST BINJAI,1259,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stmikmethodistbinjai.ac.id"", ""email"": ""admin@stmikmethodistbinjai.ac.id"", ""phone"": ""061-42088655 / 061-8821313""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,KOTA BINJAI,SUMATERA UTARA,BAIK,-,pddikti-2239,-,banpt-420
STMIK BINA PATRIA,1260,SWASTA,-,-1.0,-1.0,"{""website"": ""https://www.stmikbinapatria.ac.id"", ""email"": ""bipa@stmikbinapatria.ac.id"", ""phone"": ""0293362993 / 0293 - 364461""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jalan Raden Saleh No 02, KOTA MAGELANG",JAWA TENGAH,BAIK,-,pddikti-2219,-,banpt-2407
UNIVERSITAS MANDIRI,1261,SWASTA,-,-1.0,-1.0,"{""website"": ""https://universitasmandiri.ac.id"", ""email"": ""info@universitasmandiri.ac.id"", ""phone"": ""417853 / 411873""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Jalan Marsinu No. 5 Tegal Kalapa-Subang, KABUPATEN SUBANG",JAWA BARAT,BAIK,-,pddikti-911,-,banpt-2457
INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA SRIWIJAYA SUMATERA SELATAN,1262,SWASTA,-,-1.0,-1.0,"{""website"": ""https://itsnusriwijaya.ac.id"", ""email"": ""itsnusriwijayasumsel@gmail.com"", ""phone"": ""085783806635""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,KOTA PALEMBANG,SUMATERA SELATAN,BAIK,-,pddikti-916,-,banpt-301
UNIVERSITAS ISLAM SUMATERA BARAT,1263,SWASTA,-,-1.0,-1.0,"{""website"": ""uisb.ac.id"", ""email"": ""salam@uisb.ac.id"", ""phone"": ""+62 81166 55515""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,KOTA PADANG,SUMATERA BARAT,BAIK,-,pddikti-1682,-,banpt-633
UNIVERSITAS MUHAMMADIYAH BERAU,1264,SWASTA,-,-1.0,-1.0,"{""website"": ""http://umberau.ac.id/"", ""email"": ""info@umberau.ac.id"", ""phone"": """"}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,"Kabupaten Berau Provinsi Kalimantan Timur, KABUPATEN BERAU",KALIMANTAN TIMUR,BAIK SEKALI,-,pddikti-2460,-,banpt-2195
INSTITUT TEKNOLOGI DAN BISNIS TUBAN,1265,SWASTA,-,-1.0,-1.0,"{""website"": ""https://itbtuban.ac.id/"", ""email"": ""humas@itbtuban.ac.id"", ""phone"": ""+6281249230953""}",-,2500000.0,2500000.0,2500000.0,5000000.0,5000000.0,5000000.0,KABUPATEN TUBAN,JAWA TIMUR,BAIK,-,pddikti-2092,-,banpt-1329
SEKOLAH TINGGI ILMU EKONOMI PPI,1266,SWASTA,-,-1.0,-1.0,"{""website"": ""stieppi.ac.id"", ""email"": ""info@stieppi.ac.id"", ""phone"": ""021-5961609 / 021-5962048""}",-,2475000.0,550000.0,4400000.0,4950000.0,1100000.0,8800000.0,"Jalan Citra Utama Barat No.29 i 10 Citra Raya Kec. Cikupa, KABUPATEN TANGERANG",BANTEN,B,-,pddikti-1535,-,banpt-2254
SEKOLAH TINGGI ILMU EKONOMI SAMARINDA,1267,SWASTA,-,-1.0,-1.0,"{""website"": ""stiesam.ac.id"", ""email"": ""stie.samarinda@gmail.com"", ""phone"": ""0541-735001""}",-,2475000.0,1750000.0,3200000.0,4950000.0,3500000.0,6400000.0,"Jalan KH Abul Hasan No 77, KOTA SAMARINDA",KALIMANTAN TIMUR,BAIK,-,pddikti-2151,-,banpt-1479
UNIVERSITAS SATYA WIYATA MANDALA,1268,SWASTA,-,-1.0,-1.0,"{""website"": ""uswim.ac.id"", ""email"": ""uswim.nabire.01@gmail.com"", ""phone"": ""098421757 / 098421757""}",-,2475000.0,1000000.0,3950000.0,4950000.0,2000000.0,7900000.0,"Jalan Sutamsu SH Kalibobo, KABUPATEN NABIRE",PAPUA,BAIK,-,pddikti-2189,-,banpt-3199
AMIK TOMAKAKA,1269,SWASTA,-,-1.0,-1.0,"{""website"": """", ""email"": ""-"", ""phone"": ""0426-22-085 / 0426-22-085""}",-,2460000.0,2460000.0,2460000.0,4920000.0,4920000.0,4920000.0,"Jalan Ir H Juanda No 7744, KABUPATEN MAJENE",SULAWESI BARAT,BAIK,-,pddikti-137,-,banpt-1168
SEKOLAH TINGGI ILMU MARITIM INDONESIA TERNATE,1270,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stimiternate.ac.id"", ""email"": ""stimiternate2@gmail.com"", ""phone"": ""311 6575 / 311 6575""}",-,2450000.0,2400000.0,2500000.0,4900000.0,4800000.0,5000000.0,KOTA TERNATE,MALUKU UTARA,BAIK,-,pddikti-2588,-,banpt-1961
SEKOLAH TINGGI BISNIS RUNATA,1271,SWASTA,-,-1.0,-1.0,"{""website"": ""www.runata.ac.id"", ""email"": ""info@runata.ac.id"", ""phone"": ""0361 4459515""}",-,2450000.0,100000.0,4800000.0,4900000.0,200000.0,9600000.0,KOTA DENPASAR,BALI,BAIK,-,pddikti-1399,-,banpt-2222
SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PADANG LAWAS,1272,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stkippalas.ac.id"", ""email"": ""stkip17palas@gmail.com"", ""phone"": ""421053 / 421053""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Alamat: Jl. Ki Hajar DewantaraPasar Sibuhuan Kab. Padang La, KABUPATEN PADANG LAWAS UTARA",SUMATERA UTARA,BAIK,-,pddikti-979,-,banpt-2697
UNIVERSITAS MA'ARIF NAHDLATUL ULAMA KEBUMEN,1273,SWASTA,-,-1.0,-1.0,"{""website"": ""www.umnu.ac.id"", ""email"": ""umnukebumen@gmail.com"", ""phone"": ""0287 6601209 / 0287 6601209""}",-,2400000.0,2000000.0,2800000.0,4800000.0,4000000.0,5600000.0,"Jalan Kusuma No. 75 Kebumen  Jawa Tengah, KABUPATEN KEBUMEN",JAWA TENGAH,BAIK,-,pddikti-954,-,banpt-3819
SEKOLAH TINGGI ILMU EKONOMI KERTANEGARA,1274,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stiekma.ac.id"", ""email"": ""administrasi@stiekma.ac.id"", ""phone"": ""0341492504 / 0341492504""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jl Cengger Ayam I No 5, KOTA MALANG",JAWA TIMUR,BAIK,-,pddikti-1296,-,banpt-1455
STMIK SURYA INTAN,1275,SWASTA,-,-1.0,-1.0,"{""website"": ""http://www.stmiksuryaIntankotabumi.ac.id"", ""email"": ""stmiksuryaintankotabumi@gmail.com"", ""phone"": ""0724 21107 / 072421221""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jl Ibrahim Syarif No 107, KABUPATEN LAMPUNG UTARA",LAMPUNG,BAIK,-,pddikti-1310,-,banpt-1423
STMIK MERCUSUAR,1276,SWASTA,-,-1.0,-1.0,"{""website"": ""www.mercusuar.ac.id"", ""email"": ""informasi@mercusuar.ac.id"", ""phone"": ""021-8464185 / 021-84995084""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jalan Raya Jatiwaringin No 144 Pondok Gede, KOTA BEKASI",JAWA BARAT,BAIK,-,pddikti-1171,-,banpt-2666
INSTITUT TEKNOLOGI DAN BISNIS BINA SRIWIJAYA PALEMBANG,1277,SWASTA,-,-1.0,-1.0,"{""website"": ""www.binasriwijaya.ac.id"", ""email"": ""itbbinas@gmail.com"", ""phone"": ""088286184639""}",-,2400000.0,2300000.0,2500000.0,4800000.0,4600000.0,5000000.0,KOTA PALEMBANG,SUMATERA SELATAN,BAIK,-,pddikti-1168,-,banpt-352
INSTITUT TEKNOLOGI BISNIS DAN KESEHATAN MUHAMMADIYAH MUNA BARAT,1278,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""itbkmmubar@gmail.com"", ""phone"": ""085281481301""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,KABUPATEN MUNA BARAT,SULAWESI TENGGARA,BAIK,-,pddikti-281,-,banpt-727
STMIK INDONESIA BANDA ACEH,1279,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stmiki.ac.id"", ""email"": ""stmik.indonesia.bna@gmail.com"", ""phone"": ""06517557400""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jl. Teuku Nyak Arief No. 333 Jeulingke Banda Aceh, KOTA BANDA ACEH",ACEH,BAIK,-,pddikti-1812,-,banpt-3659
SEKOLAH TINGGI ILMU EKONOMI AL-MADANI,1280,SWASTA,-,-1.0,-1.0,"{""website"": ""www.almadani.ac.id"", ""email"": ""stie@almadani.ac.id"", ""phone"": ""0721-8011326 / 0721-8011326""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jalan Kavling Raya  Pramuka  Rajabasa, KOTA BANDAR LAMPUNG",LAMPUNG,BAIK,-,pddikti-1789,-,banpt-2598
INSTITUT TEKNOLOGI DAN BISNIS MUHAMMADIYAH POLEWALI MANDAR,1281,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,KABUPATEN POLEWALI MAMASA,SULAWESI BARAT,BAIK,-,pddikti-1159,-,banpt-1730
UNIVERSITAS KRISTEN TENTENA,1282,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unkrit.ac.id"", ""email"": ""sekretariat@unkrit.ac.id"", ""phone"": ""0458 21475 / 0458 21475""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jalan Torulemba No 21, KABUPATEN POSO",SULAWESI TENGAH,BAIK,-,pddikti-1316,-,banpt-907
UNIVERSITAS SULTAN FATAH,1283,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unisfat.ac.id"", ""email"": ""info@unisfat.ac.id"", ""phone"": ""0291-688227 / 0291-686227""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jl. Diponegoro No. 1B Jogoloyo Demak, KABUPATEN DEMAK",JAWA TENGAH,BAIK,-,pddikti-374,-,banpt-3914
SEKOLAH TINGGI ILMU MANAJEMEN INDONESIA MEULABOH,1284,SWASTA,-,-1.0,-1.0,"{""website"": ""http://stimi.ac.id"", ""email"": ""stimi.meulaboh@gmail.com"", ""phone"": ""082269371466 / 0655 7551574""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jalan Bakti Pemuda Meulaboh Aceh Barat, KABUPATEN ACEH BARAT",ACEH,BAIK,-,pddikti-436,-,banpt-1462
SEKOLAH TINGGI ILMU EKONOMI PUTRA TIMOR,1285,SWASTA,-,-1.0,-1.0,"{""website"": ""www.stie-putratimor.blogspot.com"", ""email"": ""stieputratimor@yahoo.co.id"", ""phone"": ""085239067505""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jalan Veteran Kelurahan Kelapa Lima  Kecamatan Kelapa Lima - Kota Kupang, KOTA KUPANG",NUSA TENGGARA TIMUR,BAIK,-,pddikti-2587,-,banpt-1172
AMIK TRI DHARMA PALU,1286,SWASTA,-,-1.0,-1.0,"{""website"": ""http://amik-tridharma.ac.id"", ""email"": ""amiktridharma.palu@yahoo.com"", ""phone"": ""085171230919""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jalan Undata No 10, KOTA PALU",SULAWESI TENGAH,BAIK,-,pddikti-2529,-,banpt-1284
SEKOLAH TINGGI ILMU EKONOMI YASMI,1287,SWASTA,-,-1.0,-1.0,"{""website"": ""stieyasmi.blogspot.com"", ""email"": ""stieyasmi@gmail.com"", ""phone"": ""0231-209006 / 0231-209006""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jl Tuparev Islamic Centre 1-3, KABUPATEN CIREBON",JAWA BARAT,BAIK,-,pddikti-1060,-,banpt-3612
SEKOLAH TINGGI TEKNOLOGI NUSANTARA INDONESIA,1288,SWASTA,-,-1.0,-1.0,"{""website"": ""stiteknusindo.ac.id"", ""email"": ""info@stiteknusindo.ac.id"", ""phone"": ""0411 505-8482  0411""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jl Baruga Raya  Antang  Makassar, KOTA MAKASSAR",SULAWESI SELATAN,BAIK,-,pddikti-257,-,banpt-3181
AMIK BUMI NUSANTARA,1289,SWASTA,-,-1.0,-1.0,"{""website"": ""amikbnc.net"", ""email"": ""akademik.amikbn@gmail.com"", ""phone"": ""0231-231592 / 0231-234147""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Cideng Raya No 181 Ds Kertawinangun-Kec. Kedawung, KABUPATEN CIREBON",JAWA BARAT,BAIK,-,pddikti-284,-,banpt-1251
SEKOLAH TINGGI ILMU EKONOMI YAPI BONE,1290,SWASTA,-,-1.0,-1.0,"{""website"": """", ""email"": ""stieyapibone@yahoo.co.id"", ""phone"": ""0481-2913634 / 0481-2913634""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jalan Andi Muh. Yusuf No.21, KABUPATEN BONE",SULAWESI SELATAN,BAIK,-,pddikti-236,-,banpt-146
SEKOLAH TINGGI TEKNOLOGI TEXMACO,1291,SWASTA,-,-1.0,-1.0,"{""website"": ""stttexmaco.ac.id"", ""email"": ""stttexmaco.sbg@gmail.com"", ""phone"": ""0260-711-039 / 0260-711-039""}",-,2400000.0,1800000.0,3000000.0,4800000.0,3600000.0,6000000.0,"Jalan Raya Pabuaran KM 3 5 Ds Karang Mukti Pabuaran, KABUPATEN SUBANG",JAWA BARAT,BAIK,-,pddikti-1395,-,banpt-1039
UNIVERSITAS ISLAM LABUHAN BATU,1292,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unisla.id"", ""email"": ""unisla.adm@gmail.com"", ""phone"": ""0624-24629 / 0624-24639""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jl. H. M. Yunus No. 09 Kel. Padang Bulan  Rantauprapat, KABUPATEN LABUHAN BATU",SUMATERA UTARA,BAIK,-,pddikti-1716,-,banpt-2382
INSTITUT TEKNOLOGI DAN BISNIS BANTEN,1293,SWASTA,-,-1.0,-1.0,"{""website"": ""https://institutbanten.ac.id/"", ""email"": ""admin@institutbanten.ac.id"", ""phone"": ""218845""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,KOTA SERANG,BANTEN,BAIK,-,pddikti-1717,-,banpt-1821
INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA JAMBI,1294,SWASTA,-,-1.0,-1.0,"{""website"": ""itsnujambi.ac.id"", ""email"": ""itsnujambi@gmail.com"", ""phone"": """"}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,KOTA JAMBI,JAMBI,BAIK,-,pddikti-2055,-,banpt-1415
UNIVERSITAS MATHLA UL ANWAR,1295,SWASTA,-,-1.0,-1.0,"{""website"": ""unmabanten.ac.id"", ""email"": ""info@unmabanten.ac.id"", ""phone"": ""401307 / 401555""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jl Raya Labuan KM 23 Saketi  Kab. Pandeglang - Banten, KABUPATEN PANDEGLANG",BANTEN,BAIK SEKALI,-,pddikti-207,-,banpt-2812
STISIP SAMUDERA INDONESIA SELATAN,1296,SWASTA,-,-1.0,-1.0,"{""website"": ""https://stisipsains.ac.id/"", ""email"": ""stisipsamuderaindonesia@gmail.com"", ""phone"": ""085223104191""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jl. Raya Mekarmukti Cijayana Mekarmukti Garut Jawa Barat, KABUPATEN GARUT",JAWA BARAT,BAIK,-,pddikti-175,-,banpt-1037
UNIVERSITAS KARYA PERSADA MUNA,1297,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""univ.persadamuna@gmail.com"", ""phone"": ""082291766883""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,KABUPATEN MUNA,SULAWESI TENGGARA,BAIK,-,pddikti-1707,-,banpt-1029
UNIVERSITAS NAHDLATUL ULAMA SUMATERA BARAT,1298,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unusumbar.ac.id"", ""email"": ""rektorat@unusumbar.ac.id"", ""phone"": """"}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jl. Ciliwung No. 10, KOTA PADANG",SUMATERA BARAT,BAIK,-,pddikti-2147,-,banpt-2453
UNIVERSITAS SIPATOKKONG MAMBO,1299,SWASTA,-,-1.0,-1.0,"{""website"": ""-"", ""email"": ""-"", ""phone"": """"}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,KABUPATEN BONE,SULAWESI SELATAN,BAIK,-,pddikti-1280,-,banpt-902
STMIK PGRI TANGERANG,1300,SWASTA,-,-1.0,-1.0,"{""website"": ""www.pgri-tng.ac.id"", ""email"": ""stmik@pgri.id"", ""phone"": ""021-5523052 / 021-55795777""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,"Jalan Perintis Kemerdekaan II Cikokol, KOTA TANGERANG",BANTEN,BAIK,-,pddikti-96,-,banpt-1291
SEKOLAH TINGGI ILMU KEHUTANAN PANTE KULU,1301,SWASTA,-,-1.0,-1.0,"{""website"": ""https://stikpantekulu.ac.id"", ""email"": ""official@stikpantekulu.ac.id"", ""phone"": ""081366660845""}",-,2400000.0,1800000.0,3000000.0,4800000.0,3600000.0,6000000.0,"Jalan Teuku Nyak Arief Darussalam, KOTA BANDA ACEH",ACEH,BAIK,-,pddikti-118,-,banpt-3514
UNIVERSITAS PERWIRA PURBALINGGA,1302,SWASTA,-,-1.0,-1.0,"{""website"": ""www.unperba.ac.id"", ""email"": ""unperba.purbalingga@gmail.com"", ""phone"": ""0821 7181 1300""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,KABUPATEN PURBALINGGA,JAWA TENGAH,BAIK,-,pddikti-612,-,banpt-1986
INSTITUT TEKNOLOGI DAN SAINS NAHDLATUL ULAMA LAMPUNG,1303,SWASTA,-,-1.0,-1.0,"{""website"": ""itsnulampung.ac.id"", ""email"": ""admin@itsnulampung.ac.id"", ""phone"": ""082289930331""}",-,2400000.0,2400000.0,2400000.0,4800000.0,4800000.0,4800000.0,KOTA BANDAR LAMPUNG,LAMPUNG,BAIK,-,pddikti-2078,-,banpt-1040
