quipper_institution_code,institution_name,body_type,link,fee,student_amount,lecturer_amount,contact,description,unknown_field
285,UNIVERSITAS MUHAMMADIYAH PROF DR HAMKA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-muhammadiyah-prof-dr-hamka,Rp1.200.000 - Rp9.500.000 per semester,21566.0,656.0,"{""website"": ""www.uhamka.ac.id"", ""email"": ""info@uhamka.ac.id"", ""phone"": ""021-7394451""}","Universitas Muhammadiyah Prof. DR. HAMKA  berdiri berdasarkan SK Dirjen Dikti Depdikbud No. 138/DIKTI/KEp.1997 pada tanggal 30 Mei 1997. Kampus ini mengalami perubahan bentuk dari Institut Keguruan dan Ilmu Pendidikan  Muhammadiyah Jakarta. UHAMKA mengedepankan nilai-nilai keislaman dan kemuhammadiyahan dalam menjalankan proses belajar mengajar yang kelak menjadi spirit dalam bermuamalah di kehidupan sehari-hari, dengan itu juga diharapkan dapat menghasilkan lulusan-lulusan yang unggul secara spiritual dan intelektual.",{}
286,UNIVERSITAS DIAN NUSWANTORO,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-dian-nuswantoro,Rp2.000.000 kisaran per-semester,15672.0,381.0,"{""website"": ""www.dinus.ac.id"", ""email"": ""sekretariat@dinus.ac.id"", ""phone"": ""024-3517261""}","Universitas Dian Nuswantoro adalah universitas swasta yang didirikan oleh Yayasan Dian Nuswantoro Semarang. Yayasan ini awalnya menaungi beberapa sekolah tinggi, yaitu Sekolah Tinggi Manajemen Informatika dan Komputer, Sekolah Tinggi Ilmu Ekonomi, Sekolah Tinggi Bahasa Asing, dan Sekolah Tinggi Kesehatan yang seluruhnya resmi bergabung menjadi Universitas Dian Nuswantoro pada tahun 1990. Dalam penggabungan tersebut, STMIK menjadi Fakultas Ilmu Komputer, STIE menjadi Fakultas Ekonomi, STBA menjadi Fakultas Bahasa dan Sastra, STKes menjadi Fakultas Kesehatan, dan ditambah satu fakultas baru yaitu Fakultas Teknik. Penggabungan sekolah tinggi di bawah naungan Yayasan Dian Nuswantoro ini juga didasari atas upaya untuk meningkatkan efisiensi dan kinerja kelembagaan, sehingga menjadi organisasi yang sehat dalam mengelola pendidikan.",{}
287,INDONESIA BANKING SCHOOL,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/indonesia-banking-school,"Rp11.000.000 per-semester  sudah termasuk SKS, skripsi, wisuda di akhir semester",1336.0,45.0,"{""website"": ""www.ibs.ac.id"", ""email"": ""marketing@ibs.ac.id/info.ibs.ac.id"", ""phone"": ""021-71791838, 021-71791979, 021-7195474""}",Indonesia Banking School merupakan perguruan tinggi yang memegang izin resmi dari Dirjen Dikti dan didirikan pada tahun 2004 oleh Yayasan Pengembangan Perbankan Indonesia . YPPI adalah yayasan yang didirikan dan dibina oleh Bank Indonesia.,{}
288,UNIVERSITAS MERCU BUANA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-mercu-buana,Rp5.000.000 kisaran per-semester,22492.0,1080.0,"{""website"": ""www.mercubuana.ac.id"", ""email"": ""pmb@mercubuana.ac.id"", ""phone"": ""021-5840816""}","Universitas Mercu Buana  adalah universitas swasta yang berdiri pada tanggal 22 Oktober 1985. Kampus ini telah meraih banyak prestasi sejak awal berdiri hingga sekarang. Terhitung bulan Desember 2016, Universitas Mercu Buana memperoleh Akreditasi Institusi Perguruan Tinggi  dengan peringkat ""A"" atau Unggul dari Badan Akreditasi Nasional Perguruan Tinggi . Raihan ini merupakan salah satu tonggak pencapaian  kampus ini. Bahkan, salah satu program studinya yaitu Teknik Sipil berhasil mendapat akreditasi internasional oleh IABEE, lho. Nggak hanya itu, Universitas Mercu Buana juga berhasil masuk ke dalam ""Top 5 PTS Terbaik Nasional"", Quipperian. Tertarik berkuliah di UMB? Simak profil lengkapnya dulu, yuk!",{}
289,UNIVERSITAS RESPATI YOGYAKARTA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-respati-yogyakarta,Rp3.900.000-Rp8.000.000 kisaran per-semester,4000.0,170.0,"{""website"": ""pmb.respati.ac.id"", ""email"": ""infopmbunriyo@gmail.com"", ""phone"": ""0274-488781""}","Universitas Respati Indonesia Yogyakarta  adalah perguruan tinggi terkemuka di Yogyakarta yang telah menghasilkan lulusan unggul dan tangguh, siap menghadapi era Revolusi Industri 4.0 dan Masyarakat 5.0 yang berdampak pada disrupsi teknologi dan ekonomi digital.",{}
290,CALVIN INSTITUTE OF TECHNOLOGY,INSTITUT SWASTA,https://campus.quipper.com/directory/calvin-institute-of-technology,Rp125.600.000 - Rp166.000.000 total biaya kuliah -,500.0,50.0,"{""website"": ""www.calvin.ac.id"", ""email"": ""admissions@calvin.ac.id"", ""phone"": ""0800 1225 846, 0812 1272 1250""}","Lahir dari pergumulan Pdt. Dr.  Stephen Tong, Calvin Institute of Technology hadir sebagai Perguruan Tinggi Kristen Reformed untuk menjawab tantangan zaman yang terus berubah dan berkembang pesat dari waktu ke waktu. Meyakini bahwa usaha mengejar pengetahuan tidak dapat dipisahkan dari iman Kristen, Calvin Institute of Technology berkomitmen untuk menghasilkan lulusan dengan keunggulan secara akademis dengan mengedepankan kualitas keimanan dari mahasiswanya.",{}
291,MULTIMEDIA NUSANTARA POLYTECHNIC,POLITEKNIK SWASTA,https://campus.quipper.com/directory/multimedia-nusantara-polytechnic,Rp12.000.000 per semester,97.0,15.0,"{""website"": ""mnp.ac.id"", ""email"": ""info@mnp.ac.id"", ""phone"": ""08111 200 7799""}","Multimedia Nusantara Polytechnic  adalah perguruan tinggi vokasi yang didirikan pada tahun 2021 oleh Yayasan Multimedia Nusantara, sebuah badan penyelenggara yang telah berhasil mendirikan dan mengembangkan Universitas Multimedia Nusantara dengan akreditasi unggul  dari BAN-PT. Sebagai bagian dari Grup Kompas Gramedia, MNP memiliki jejaring aktif dengan industri berbagai bidang seperti media, retail & publishing, hospitality, manufacture, event & venue, property dan digital.",{}
292,UNIVERSITAS BINAWAN,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-binawan,Dimulai dari Rp3.000.000-an per semester,1668.0,119.0,"{""website"": ""pmb.binawan.ac.id, www.binawan.ac.id"", ""email"": ""ubinawan@binawan.ac.id, pmb.binawan.ac.id"", ""phone"": ""021-80881129, 021-80878982""}","Universitas Binawan adalah salah satu pusat pendidikan tinggi di Indonesia yang berada di bawah Badan Penyelenggara Pendidikan Yayasan Binawan. Kampus ini berdiri pada tanggal 28 Februari 2000 dengan nama Sekolah Tinggi Ilmu Kesehatan Binawan, yang kemudian berubah bentuk menjadi Universitas Binawan pada 24 Juli 2018.",{}
293,INSTITUT AGAMA ISLAM TAZKIA,INSTITUT SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ekonomi-islam-tazkia,Rp5.500.000 - Rp8.500.000 per-semester,2092.0,-1.0,"{""website"": ""www.tazkia.ac.id"", ""email"": ""humas@tazkia.ac.id"", ""phone"": ""021-87962291 / 021-87962293 / 0821-84-800-600 ""}","Perjalanan Institut Agama Islam Tazkia dimulai sejak tahun 1999 dengan nama Sekolah Tinggi Ekonomi Islam  Tazkia. Kampus ini lahir dari buah pikir untuk mendukung kemajuan ekonomi dan perbankan Indonesia dengan menerapkan sistem syariah sebagai salah satu alternatif yang mana kondisi Indonesia dikala itu tengah dilanda krisis yang diprakarsai oleh pakar ekonomi syariah Dr. Muhammad Syafi’i Antonio, M.Ec., dan tim.",{}
294,TRISAKTI SCHOOL OF MANAGEMENT,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-ekonomi-trisakti,Reguler Rp 25.020.000 & Internasional Rp 25.320.000,3862.0,142.0,"{""website"": ""www.tsm.ac.id"", ""email"": ""pmb@stietrisakti.ac.id"", ""phone"": "" 5666717 ; 0851-5616-5908 ""}",Sekolah Tinggi Ilmu Ekonomi  Trisakti atau yang juga dikenal dengan Trisakti School of Management  merupakan perguruan tinggi yang berfokus pada pengkajian dan pengembangan ilmu ekonomi dan manajemen yang telah berdiri sejak tahun 1974.,{}
295,POLITEKNIK APP JAKARTA,POLITEKNIK NEGERI,https://campus.quipper.com/directory/politeknik-app-jakarta,Rp3.850.000 per semester,1390.0,73.0,"{""website"": ""www.poltekapp.ac.id"", ""email"": ""info@poltekapp.ac.id"", ""phone"": ""021-7867382, 7867383""}","Politeknik APP Jakarta adalah salah satu perguruan tinggi milik pemerintah yang berada di bawah pengelolaan Kementerian Perindustrian. Pada saat didirikan tahun 1958, kampus ini masih bernama Akademi Pimpinan Perusahaan  yang merupakan perguruan tinggi perintis Manajemen Industri di Indonesia. Akademi tersebut resmi berubah menjadi Politeknik APP Jakarta di tahun 2014 dan sampai saat ini menyelenggarakan kegiatan pembelajaran di bidang logistik, khususnya industri elektronika.",{}
296,POLITEKNIK STIA LAN JAKARTA,POLITEKNIK NEGERI,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-administrasi-lembaga-administrasi-negara,Rp3.000.000 per semester,1367.0,55.0,"{""website"": ""www.stialan.ac.id"", ""email"": ""pmb@stialan.ac.id"", ""phone"": ""021-5326396, 5328496, 5347085""}","Ilmu administrasi menjadi salah satu sumber nilai moral etika dan panduan yang mengiringi perkembangan zaman. Hal tersebut mendorong berdirinya Sekolah Tinggi Ilmu Administrasi Lembaga Administrasi Negara. Mulanya, lembaga pendidikan ini didirikan dengan nama Perguruan Tinggi Kedinasan Ilmu Administrasi Negara  pada tanggal 24 Desember 1960. Setelah 60 tahun menyelenggarakan pendidikan bagi Pegawai Negeri Sipil , kampus ini resmi bertransformasi menjadi Politeknik STIA LAN Jakarta di tahun 2020 dan dibuka untuk umum.",{}
297,SEKOLAH TINGGI ILMU KOMUNIKASI DAN SEKRETARI TARAKANITA,SEKOLAH TINGGI SWASTA,https://campus.quipper.com/directory/sekolah-tinggi-ilmu-komunikasi-dan-sekretari-tarakanita-starki,-,472.0,25.0,"{""website"": ""www.starki.id"", ""email"": ""info@starki.id"", ""phone"": "" 8640668""}","Sekolah Tinggi Ilmu Komunikasi dan Sekretari Tarakanita  merupakan salah satu kampus perempuan terbaik dan ternama serta terbukti telah menghasilkan lulusan yang profesional dan siap kerja. Kampus ini telah berdiri sejak tahun 1968 dan memiliki dua program studi unggulan yang telah terakreditasi B, yakni Ilmu Komunikasi  dan Sekretari .",{}
298,UNIVERSITAS PANCASILA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-pancasila,Rp12.000.000 kisaran per-semester,13380.0,405.0,"{""website"": ""www.univpancasila.ac.id"", ""email"": ""humas@univpancasila.ac.id"", ""phone"": ""021 - 7270086 ext. 139 / 126""}","Universitas Pancasila yang didirikan pada tanggal 28 Oktober 1966 ini,  merupakan penggabungan dari Universitas Pancasila  yang telah berdiri sejak tahun 1963 dan Universitas Bung Karno.",{}
299,UNIVERSITAS MERDEKA MALANG,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-merdeka-malang,Rp4.000.000 kisaran per-semester,7861.0,288.0,"{""website"": ""www.unmer.ac.id"", ""email"": ""birohumas@unmer.ac.id"", ""phone"": ""0341-568395""}","Universitas Merdeka Malang merupakan perguruan tinggi swasta yang berdiri sejak 5 Juli 1964. Kampus yang berada pada naungan Yayasan Perguruan tinggi Merdeka  ini didirikan oleh R. Edwin Soedardji, Soekiman Dahlan, SH., Frasnsiscus Soetrisno, Soegondo, Soetikno, SH., Dharma. Dikenal sebagai universitas swasta tertua di Malang, kampus yang biasa disebut dengan Unmer Malang ini memiliki slogan ""The Quality University"" yang bertujuan menciptakan sumber daya manusia yang handal di skala nasional maupun internasional.",{}
300,INSTITUT TEKNOLOGI TELKOM SURABAYA,INSTITUT SWASTA,https://campus.quipper.com/directory/institut-teknologi-telkom-surabaya,Rp7.000.00 per semester,2325.0,97.0,"{""website"": ""ittelkom-sby.ac.id"", ""email"": ""humas@ittelkom-sby.ac.id"", ""phone"": ""081132212000""}","Institut Teknologi Telkom Surabaya  adalah bagian dari Telkom University National Campus  yang digagas oleh Yayasan Pendidikan Telkom . Institut Teknologi Telkom Surabaya menjadi perguruan tinggi pertama yang memfokuskan diri pada penerapan Information, Communication and Technnology  di bidang Maaritim, Transportasi, dan Logistik. Lokasi Institut Teknologi Telkom Surabaya sangat strategis berada di jantung Kota Surabaya dan teritegrasi dengan kawasan industri Telkom.",{}
301,I3L SCHOOL OF BUSINESS,INSTITUT SWASTA,https://campus.quipper.com/directory/i3l-school-of-business-isb,Mulai dari Rp26.500.000 per semester,-1.0,-1.0,"{""website"": ""isb.ac.id"", ""email"": ""admission@i3l.ac.id"", ""phone"": ""021-29567888, 021-29567899""}","Kalau kamu mencari kampus yang berfokus pada Bisnis, Manajemen, dan Kewirausahaan internasional, maka i3L School of Business  bisa menjadi pilihan kamu. iSB, menawarkan beberapa pilihan program sarjana yakni BioEntrepreneurship, Creative Digital Marketing, International Applied Accounting, dan International Business Management.",{}
302,UNIVERSITAS TARUMANAGARA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-tarumanagara,Rp15.000.000 - Rp40.500.000 per semester,14820.0,426.0,"{""website"": ""www.untar.ac.id"", ""email"": ""humas@untar.ac.id"", ""phone"": ""021-56958744""}","Universitas Tarumanagara merupakan salah satu perguruan tinggi terbaik se-Indonesia yang dikenal dengan nama UNTAR. Kini Universitas Tarumanagara memiliki 3 lokasi kampus yakni Kampus 1 beralat di Jalan Letjen. S.Parman No.1, Kampus 2 beralamat di Jalan Tanjung Duren Utara No.1, dan Kampus 3 beralamat di Jalan Cilandak KKO No. 1 Ragunan.",{}
303,UNIVERSITAS ISLAM 45 BEKASI,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-islam-45-bekasi,Rp6.000.000 kisaran per semester,7901.0,254.0,"{""website"": ""www.unismabekasi.ac.id"", ""email"": ""humas@unismabekasi.ac.id"", ""phone"": ""021-8808851""}","Universitas Islam 45 Bekasi  memiliki 24 program studi pilihan untuk jenjang pendidikan diploma, sarjana, dan pascasarjana. Kampus swasta ini telah terakreditasi B oleh BAN-PT dan sudah menggunakan kurikulum dengan pendekatan Merdeka Belajar Kampus Merdeka , lho. Unisma Bekasi turut menunjang kemudahan perkuliahan bagi mahasiswanya dengan menyediakan jam pembelajaran pagi, sore, dan shift  untuk beberapa program studi. Fasilitas pembelajaran yang disediakan pun terbilang memadai, seperti laboratorium praktik di tiap program studi, hingga lembaga sertifikasi profesi.",{}
304,UNIVERSITAS ISLAM KADIRI,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-islam-kadiri,Rp2.000.000 kisaran per semester,6396.0,199.0,"{""website"": ""www.uniska-kediri.ac.id"", ""email"": ""sekretariat@uniska-kediri.ac.id"", ""phone"": ""0354-684651""}","Universitas Islam Kadiri adalah suatu universitas swasta yang didirikan serta dikelola oleh Yayasan Bina Cendekia Muslim Pancasila  sejak 1983. Perguruan tinggi ini telah terakreditasi B oleh BAN-PT dan menyediakan program pendidikan sarjana dan pascasarjana. Kampus ini juga memiliki jam perkuliahan yang beragam dengan menyediakan kelas reguler  untuk perkuliahan pagi hingga sore, dan kelas karyawan  untuk perkuliahan malam. Punya slogan ""Kampus Cinta Tanah Air, Excellent in Quality"", saat ini Universitas Islam Kadiri menjadi salah satu universitas swasta yang paling diminati oleh masyarakat di Jawa Timur.",{}
305,UNIVERSITAS ISLAM INTERNASIONAL INDONESIA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-islam-internasional-indonesia,USD$1.725-USD$2.215  per semester,82.0,14.0,"{""website"": ""www.uiii.ac.id"", ""email"": ""admissions@uiii.ac.id"", ""phone"": ""021-77815300""}",Universitas Islam Internasional Indonesia  merupakan perguruan tinggi berskala internasional yang dirancang sebagai kampus masa depan bagi kajian dan penelitian peradaban Islam di Indonesia selaku negara dengan penduduk muslim terbesar di dunia. Ide pembangunan UIII dicetuskan oleh Presiden Joko Widodo lewat Peraturan Presiden Nomor 57 Tahun 2016. Proses pembangunan fisik kampus ini dimulai pada awal Juni 2018.,{}
306,INDONESIA INTERNATIONAL INSTITUTE FOR LIFE SCIENCES,INSTITUT SWASTA,https://campus.quipper.com/directory/indonesia-international-institute-for-life-sciences-i3l,Rp16.000.000-Rp31.000.000 kisaran per semester,600.0,56.0,"{""website"": ""www.i3l.ac.id, www.iSB.ac.id"", ""email"": ""admission@i3l.ac.id"", ""phone"": ""021-29567888, 021-29567899""}","Indonesia International Institute for Life Sciences atau yang disingkat dengan i3L merupakan kampus dengan level internasional, di mana seluruh pembelajarannya menggunakan bahasa inggris, lho, Quipperian!",{}
307,BINUS UNIVERSITY,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/binus-university,Rp20.000.000 per semester,45000.0,1600.0,"{""website"": ""www.binus.ac.id"", ""email"": ""infobinus@binus.edu"", ""phone"": ""021-5345830, 021-5350660""}","Quipperian pasti sudah tidak asing dengan Universitas Bina Nusantara alias Binus University. Kampus swasta yang lokasinya tersebar di Jakarta, Bekasi, Bandung, Malang, dan Semarang ini memang sudah teruji kualitasnya dengan berbagai prestasi yang diraih, baik dalam lingkup nasional sampai internasional. Selain mendapatkan akreditasi 'Unggul' oleh BAN-PT, Binus University juga berhasil menyabet gelar ""World's 5-Star University"" oleh QS, lho!",{}
308,UNIVERSITAS PEMBANGUNAN JAYA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-pembangunan-jaya,Rp 85.000.000-Rp 90.000.000,2600.0,72.0,"{""website"": ""www.upj.ac.id"", ""email"": ""info@upj.ac.id"", ""phone"": ""021- 7455555""}","Universitas Pembangunan Jaya  merupakan perguruan tinggi swasta yang berdiri sejak tahun 2011 dengan Ijin Operasional sesuai dengan Surat Keputusan Menteri Nomor 38/D/O/2011 tanggal 25 Februari 2011 dan didukung penuh kelompok usaha Pembangunan Jaya. Saat ini, UPJ telah mengantongi akreditasi ‘A’ untuk Perpustakaan dan akreditasi sangat baik atau “B’’ baik untuk seluruh program studi juga untuk Akreditasi Perguruan Tinggi oleh BAN-PT serta, UPJ menduduki peringkat 92 dalam 100 Besar Pemeringkatan Perguruan Tinggi oleh Kemdikbud Ristek 2020, sekaligus menjadi universitas Termuda yang ada dalam peringkat 100 Besar tersebut.",{}
309,UNIVERSITAS DINAMIKA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-dinamika,Rp7.000.000 s.d. Rp15.000.000 per semester,1500.0,84.0,"{""website"": ""www.dinamika.ac.id"", ""email"": ""official@dinamika.ac.id"", ""phone"": ""031-8721731""}",Universitas Dinamika atau lebih dikenal dengan nama STIKOM Surabaya berdiri sejak tahun 1983 dan telah mencetak puluhan ribu lulusan yang tersebar di seluruh dunia dan mancanegara. Undika  juga memiliki sederet penghargaan antara lain:,{}
310,UNIVERSITAS PARAMADINA,UNIVERSITAS SWASTA,https://campus.quipper.com/directory/universitas-paramadina,Rp1.500.000 - Rp2.000.000 kisaran per-semester,3264.0,160.0,"{""website"": ""www.paramadina.ac.id"", ""email"": ""muhammad.yusup@paramadina.ac.id"", ""phone"": ""08159181190""}","Universitas Paramadina berdiri sebagai kampus peradaban, dengan mengedepankan nilai-nilai keislaman, keindonesiaan, dan kemodernan, serta berkontribusi dalam mewujudkan masyarakat madani di Indonesia. Seperti yang disampaikan Rektor Universitas Paramadina Prof. Didik J. Rachbini, M.Sc., Ph.D., “Universitas Paramadina bukan hanya tempat untuk belajar dan mengajar. Universitas juga harus berkontribusi untuk mewujudkan masyarakat madani. Kita juga berkewajiban memberi solusi berbagai permasalahan bangsa.”",{}
311,LSPR COMMUNICATION AND BUSINESS INSTITUTE,INSTITUT SWASTA,https://campus.quipper.com/directory/london-school-of-public-relations,Rp8.500.000-Rp30.000.000 per semester,5499.0,266.0,"{""website"": ""www.lspr.edu"", ""email"": ""marketinglspr@lspr.edu"", ""phone"": ""021-57943751""}","LSPR Communication and Business Institute, yang sebelumnya dikenal dengan nama London School of Public Relations  Jakarta, didirikan pada tahun 1992 oleh Yayasan Pesona Pribadi Sejahtera. Awalnya, LSPR merupakan Sekolah Tinggi Ilmu Komunikasi, kemudian berubah menjadi Institut Komunikasi dan Bisnis di tahun 2019.",{}
